amount,average_transaction_amount,amount_ratio,transaction_hour,transaction_day,location_match,location_changed,new_device,trusted_ip,vpn_used,failed_login_count,password_reset,otp_verified,session_duration_minutes,ip_reputation_score,new_receiver,receiver_trust_score,receiver_risk_score,merchant_category,payment_method,high_risk_merchant,night_transaction,impossible_travel,time_gap_minutes,previous_transactions_last_1_hour,previous_transactions_last_24_hours,high_value_transaction,persona,home_city,login_city,transaction_city,is_fraud
19869.63,35912.67,0.553,12,0,1,0,0,1,0,1,0,1,27,88,1,93,15,Travel,Credit Card,0,0,0,11.0,0,1,0,Business,Delhi,Delhi,Delhi,0
36295.93,35912.67,1.011,15,1,1,0,0,1,0,2,0,1,29,100,1,78,1,Travel,Credit Card,0,0,0,13.0,0,0,0,Business,Delhi,Delhi,Delhi,0
23243.38,35912.67,0.647,19,1,1,0,0,1,0,1,0,1,30,90,0,90,6,Groceries,Credit Card,0,0,0,10.0,0,1,0,Business,Delhi,Delhi,Delhi,0
25721.51,35912.67,0.716,22,1,1,0,0,1,1,0,0,1,26,56,0,88,3,Travel,Credit Card,0,0,0,15.0,0,2,0,Business,Delhi,Delhi,Delhi,0
47742.45,35912.67,1.329,22,1,0,1,0,1,0,0,0,1,13,98,1,76,27,Food,Credit Card,0,0,0,4.0,1,3,0,Business,Delhi,Delhi,Pune,0
38780.32,35912.67,1.08,3,2,1,0,0,1,0,0,0,1,32,93,0,100,17,Groceries,Credit Card,0,1,0,14.0,0,4,0,Business,Delhi,Delhi,Delhi,0
27211.21,35912.67,0.758,4,2,0,1,0,1,0,0,0,1,5,93,1,90,6,Electronics,Credit Card,0,1,0,1.0,0,5,0,Business,Delhi,Delhi,Kochi,0
49484.25,35912.67,1.378,5,2,1,0,0,1,0,0,0,1,23,98,0,90,6,Groceries,Credit Card,0,0,0,13.0,1,6,0,Business,Delhi,Delhi,Delhi,0
11664.36,35912.67,0.325,14,2,0,1,0,1,0,1,0,1,16,86,1,71,16,Groceries,Credit Card,0,0,0,12.0,0,7,0,Business,Delhi,Delhi,Indore,0
85.37,220.26,0.388,1,0,1,1,0,0,0,0,0,1,28,90,0,71,10,E-commerce,Debit Card,0,1,1,15.0,0,0,0,Student,Lucknow,Gurgaon,Gurgaon,0
325.31,220.26,1.477,20,1,1,0,0,1,0,0,0,1,19,97,1,71,10,Electronics,Debit Card,0,0,0,14.0,0,0,0,Student,Lucknow,Lucknow,Lucknow,0
285.18,220.26,1.295,9,2,1,0,0,1,0,0,0,1,15,96,0,71,10,Retail,Debit Card,0,0,0,4.0,0,1,0,Student,Lucknow,Lucknow,Lucknow,0
137.2,220.26,0.623,7,3,1,0,0,1,0,0,0,1,12,92,0,71,10,Food,Debit Card,0,0,0,4.0,0,1,0,Student,Lucknow,Lucknow,Lucknow,0
114.69,220.26,0.521,8,3,1,0,0,1,0,0,0,1,18,93,0,71,10,Electronics,Debit Card,0,0,0,10.0,1,2,0,Student,Lucknow,Lucknow,Lucknow,0
133.32,220.26,0.605,3,4,1,0,0,1,0,0,0,1,11,95,0,71,10,Travel,Debit Card,0,1,0,10.0,0,2,0,Student,Lucknow,Lucknow,Lucknow,0
286.78,220.26,1.302,1,0,0,1,0,0,0,0,0,1,15,85,0,71,10,Food,Debit Card,0,1,0,7.0,0,0,0,Student,Lucknow,Kolkata,Indore,0
287.74,220.26,1.306,4,0,1,0,0,1,0,0,0,1,24,93,0,71,10,Travel,Debit Card,0,1,1,9.0,0,1,0,Student,Lucknow,Lucknow,Lucknow,0
262.35,220.26,1.191,15,0,1,1,0,0,0,0,0,1,21,96,0,71,10,Groceries,Debit Card,0,0,1,9.0,0,2,0,Student,Lucknow,Kolkata,Kolkata,0
253.94,220.26,1.153,18,0,1,1,0,0,0,2,0,1,11,87,1,90,21,Gaming,Debit Card,1,0,0,1.0,0,3,0,Student,Lucknow,Kolkata,Kolkata,0
267.82,220.26,1.216,6,1,1,1,0,0,0,2,0,1,15,88,0,71,10,E-commerce,Debit Card,0,0,0,3.0,0,2,0,Student,Lucknow,Kolkata,Kolkata,0
89.79,220.26,0.408,12,1,0,1,0,0,0,0,0,1,21,96,0,90,21,E-commerce,Debit Card,0,0,0,9.0,0,3,0,Student,Lucknow,Kolkata,Chennai,0
180.2,220.26,0.818,14,1,1,1,0,0,0,0,0,1,17,97,0,71,10,Travel,Debit Card,0,0,0,3.0,0,4,0,Student,Lucknow,Kolkata,Kolkata,0
244.73,220.26,1.111,20,1,1,1,0,0,0,0,0,1,18,89,0,71,10,Travel,Debit Card,0,0,0,1.0,0,3,0,Student,Lucknow,Kolkata,Kolkata,0
273.92,220.26,1.244,4,2,1,1,0,0,0,0,0,1,14,98,0,90,21,Travel,Debit Card,0,1,0,1.0,0,4,0,Student,Lucknow,Kolkata,Kolkata,0
253.67,220.26,1.152,7,2,1,1,0,0,0,0,0,1,16,92,0,71,10,E-commerce,Debit Card,0,0,0,12.0,0,4,0,Student,Lucknow,Kolkata,Kolkata,0
1751.68,1961.46,0.893,7,0,1,0,0,1,0,2,0,1,27,92,0,77,27,Travel,NEFT,0,0,0,9.0,0,0,0,Senior Citizen,Gurgaon,Gurgaon,Gurgaon,0
1912.03,1961.46,0.975,14,0,1,0,0,1,0,0,0,1,12,100,1,77,27,Travel,NEFT,0,0,0,8.0,0,1,0,Senior Citizen,Gurgaon,Gurgaon,Gurgaon,0
1555.35,1961.46,0.793,14,2,1,0,0,1,0,0,0,1,28,96,1,90,2,Travel,NEFT,0,0,0,9.0,0,0,0,Senior Citizen,Gurgaon,Gurgaon,Gurgaon,0
2850.68,1961.46,1.453,14,5,1,0,0,1,0,0,0,1,18,98,0,77,27,Travel,NEFT,0,0,0,14.0,0,0,0,Senior Citizen,Gurgaon,Gurgaon,Gurgaon,0
1860.5,1961.46,0.949,15,5,1,0,0,1,0,0,0,1,17,94,1,84,1,Crypto,NEFT,1,0,0,1.0,0,1,0,Senior Citizen,Gurgaon,Gurgaon,Gurgaon,0
602.84,1961.46,0.307,8,0,1,0,0,1,0,0,0,1,13,90,0,90,2,Food,NEFT,0,0,0,9.0,0,0,0,Senior Citizen,Gurgaon,Gurgaon,Gurgaon,0
703.67,1961.46,0.359,11,0,1,0,0,1,0,0,0,1,5,90,0,77,27,Groceries,NEFT,0,0,0,1.0,0,1,0,Senior Citizen,Gurgaon,Gurgaon,Gurgaon,0
881.63,1961.46,0.449,3,2,0,1,0,1,0,0,0,1,19,92,0,77,27,Electronics,NEFT,0,1,0,5.0,0,0,0,Senior Citizen,Gurgaon,Gurgaon,Chandigarh,0
2590.51,1961.46,1.321,3,2,1,0,0,1,0,0,0,1,17,100,0,90,2,E-commerce,NEFT,0,1,0,6.0,1,1,0,Senior Citizen,Gurgaon,Gurgaon,Gurgaon,0
2628.69,1961.46,1.34,6,2,1,0,0,1,0,0,0,1,13,92,0,77,27,Crypto,NEFT,1,0,0,10.0,0,2,0,Senior Citizen,Gurgaon,Gurgaon,Gurgaon,0
2111.41,1961.46,1.076,7,3,0,1,0,1,0,0,0,1,9,89,0,77,27,E-commerce,NEFT,0,0,0,8.0,0,0,0,Senior Citizen,Gurgaon,Gurgaon,Kochi,0
8830.24,661.18,13.355,12,2,1,0,0,1,1,2,0,1,6,93,1,14,92,Crypto,Net Banking,1,0,0,3.0,0,0,1,Student,Gurgaon,Gurgaon,Gurgaon,1
460.36,661.18,0.696,2,3,1,0,0,1,0,0,0,1,16,85,0,85,16,Travel,NEFT,0,1,0,10.0,0,1,0,Student,Gurgaon,Gurgaon,Gurgaon,0
700.51,661.18,1.059,12,3,1,0,0,1,0,0,0,1,28,85,0,85,16,Food,NEFT,0,0,0,12.0,0,2,0,Student,Gurgaon,Gurgaon,Gurgaon,0
360.78,661.18,0.546,6,4,1,0,0,1,0,0,0,1,23,92,0,85,16,E-commerce,NEFT,0,0,0,9.0,0,1,0,Student,Gurgaon,Gurgaon,Gurgaon,0
262.67,661.18,0.397,2,5,1,0,0,1,0,0,0,1,31,99,1,91,0,Retail,NEFT,0,1,0,12.0,0,1,0,Student,Gurgaon,Gurgaon,Gurgaon,0
386.7,661.18,0.585,20,5,1,0,0,1,0,0,0,1,27,87,1,76,6,Travel,NEFT,0,0,0,12.0,0,1,0,Student,Gurgaon,Gurgaon,Gurgaon,0
515.88,661.18,0.78,21,5,1,0,0,1,0,0,0,1,12,88,1,90,3,Travel,NEFT,0,0,0,3.0,1,2,0,Student,Gurgaon,Gurgaon,Gurgaon,0
1897.46,661.18,2.87,2,0,1,0,1,1,0,0,0,1,22,96,1,84,14,Travel,IMPS,0,1,0,2.0,0,0,0,Student,Gurgaon,Gurgaon,Gurgaon,1
650.21,661.18,0.983,2,0,1,0,0,1,0,0,0,1,14,100,1,88,10,Retail,NEFT,0,1,0,11.0,1,1,0,Student,Gurgaon,Gurgaon,Gurgaon,0
858.26,661.18,1.298,8,0,1,0,0,1,1,0,0,1,21,72,0,90,3,Groceries,NEFT,0,0,0,11.0,0,2,0,Student,Gurgaon,Gurgaon,Gurgaon,0
420.77,661.18,0.636,18,0,1,0,0,1,0,0,0,1,23,91,0,84,14,Retail,NEFT,0,0,0,3.0,0,3,0,Student,Gurgaon,Gurgaon,Gurgaon,0
791.55,661.18,1.197,0,1,1,0,0,1,1,0,0,1,32,75,0,85,16,Travel,NEFT,0,1,0,15.0,0,4,0,Student,Gurgaon,Gurgaon,Gurgaon,0
438.77,661.18,0.664,1,1,1,0,0,1,0,0,0,1,22,93,0,90,3,Food,NEFT,0,1,0,9.0,0,5,0,Student,Gurgaon,Gurgaon,Gurgaon,0
552.6,661.18,0.836,9,1,1,0,0,1,0,0,0,1,5,93,0,76,6,Food,NEFT,0,0,0,3.0,0,3,0,Student,Gurgaon,Gurgaon,Gurgaon,0
204.19,661.18,0.309,3,2,1,0,0,1,0,0,0,1,16,90,0,85,16,Groceries,NEFT,0,1,0,5.0,0,1,0,Student,Gurgaon,Gurgaon,Gurgaon,0
511.01,661.18,0.773,7,2,1,0,0,1,0,0,0,1,23,89,0,90,3,Groceries,NEFT,0,0,0,14.0,0,2,0,Student,Gurgaon,Gurgaon,Gurgaon,0
5064.03,3843.26,1.318,3,2,1,0,0,1,0,0,0,1,32,89,1,70,1,E-commerce,Debit Card,0,1,0,14.0,0,0,0,Salaried,Delhi,Delhi,Delhi,0
45822.72,3843.26,11.923,5,3,1,1,1,0,1,5,1,1,13,28,1,13,71,Food,Credit Card,0,0,1,11.0,0,0,1,Salaried,Delhi,Lucknow,Lucknow,1
3204.81,3843.26,0.834,9,3,1,0,0,1,0,0,0,1,15,92,1,75,5,Travel,Debit Card,0,0,1,12.0,0,1,0,Salaried,Delhi,Delhi,Delhi,0
1402.61,3843.26,0.365,16,3,1,0,0,1,0,0,0,1,22,89,0,75,5,Travel,Debit Card,0,0,0,7.0,0,2,0,Salaried,Delhi,Delhi,Delhi,0
4170.75,3843.26,1.085,21,3,1,0,0,1,0,0,0,1,24,95,0,75,5,Food,Debit Card,0,0,0,6.0,0,3,0,Salaried,Delhi,Delhi,Delhi,0
4126.67,3843.26,1.074,12,4,1,0,0,1,1,0,0,1,12,63,1,93,11,E-commerce,Debit Card,0,0,0,8.0,0,2,0,Salaried,Delhi,Delhi,Delhi,0
13067.66,3843.26,3.4,23,4,1,0,0,1,0,0,0,1,24,89,0,70,1,Travel,Debit Card,0,0,0,13.0,0,1,0,Salaried,Delhi,Delhi,Delhi,0
5624.86,3843.26,1.464,8,5,1,0,0,1,0,0,0,1,27,90,0,93,11,E-commerce,Debit Card,0,0,0,13.0,0,2,0,Salaried,Delhi,Delhi,Delhi,0
2889.62,3843.26,0.752,13,5,1,1,1,0,1,7,0,0,23,12,0,70,1,Crypto,Debit Card,1,0,1,7.0,0,2,0,Salaried,Delhi,Coimbatore,Coimbatore,1
5634.67,3843.26,1.466,20,5,1,1,0,0,0,0,0,1,13,95,0,75,5,Food,Debit Card,0,0,0,8.0,0,3,0,Salaried,Delhi,Coimbatore,Coimbatore,0
2548.29,3843.26,0.663,17,6,1,1,0,0,1,0,0,1,19,76,0,75,5,Travel,Debit Card,0,0,0,3.0,0,1,0,Salaried,Delhi,Coimbatore,Coimbatore,0
3825.87,3843.26,0.995,20,6,0,1,0,0,0,0,0,1,23,98,0,75,5,Retail,Debit Card,0,0,0,5.0,0,2,0,Salaried,Delhi,Coimbatore,Kochi,0
18607.33,3843.26,4.842,9,0,1,1,0,0,0,0,0,1,24,88,1,83,0,Electronics,Debit Card,0,0,0,7.0,0,2,1,Salaried,Delhi,Coimbatore,Coimbatore,0
1755.06,3843.26,0.457,7,1,0,0,0,0,0,0,0,1,21,96,1,74,8,Food,Debit Card,0,0,0,2.0,0,1,0,Salaried,Delhi,Coimbatore,Delhi,0
3639.14,3843.26,0.947,10,1,1,1,0,0,0,0,0,1,18,89,0,83,0,Retail,Debit Card,0,0,0,1.0,0,1,0,Salaried,Delhi,Coimbatore,Coimbatore,0
3563.93,3843.26,0.927,10,1,1,1,0,0,0,0,0,1,17,85,0,93,11,Retail,Debit Card,0,0,0,5.0,1,2,0,Salaried,Delhi,Coimbatore,Coimbatore,0
3569.01,3843.26,0.929,15,1,0,1,0,0,0,0,0,1,22,95,0,75,5,Food,Debit Card,0,0,0,10.0,0,3,0,Salaried,Delhi,Coimbatore,Lucknow,0
3606.17,3843.26,0.938,17,1,1,1,0,0,0,0,0,1,12,98,0,93,11,Groceries,Debit Card,0,0,0,8.0,0,4,0,Salaried,Delhi,Coimbatore,Coimbatore,0
3325.2,3843.26,0.865,1,2,1,1,0,0,0,0,0,1,25,87,0,75,5,Food,Debit Card,0,1,0,8.0,0,5,0,Salaried,Delhi,Coimbatore,Coimbatore,0
4157.22,3843.26,1.082,4,2,1,1,0,0,0,0,0,1,21,91,1,76,24,E-commerce,Debit Card,0,1,0,6.0,0,6,0,Salaried,Delhi,Coimbatore,Coimbatore,0
5401.19,3843.26,1.405,5,2,1,1,0,0,0,1,0,1,21,99,1,86,2,Retail,Debit Card,0,0,0,1.0,0,7,0,Salaried,Delhi,Coimbatore,Coimbatore,0
16476.44,3843.26,4.287,6,2,0,0,0,0,0,1,0,1,12,99,1,82,12,Travel,Debit Card,0,0,0,3.0,0,8,1,Salaried,Delhi,Coimbatore,Delhi,0
4291.23,3843.26,1.117,7,2,1,1,0,0,0,0,0,1,18,94,0,93,11,Food,Debit Card,0,0,0,4.0,0,8,0,Salaried,Delhi,Coimbatore,Coimbatore,0
4839.34,3843.26,1.259,10,2,1,1,0,0,1,0,0,1,22,55,1,90,20,Retail,Debit Card,0,0,0,5.0,0,9,0,Salaried,Delhi,Coimbatore,Coimbatore,0
723282.32,53296.38,13.571,21,6,1,0,0,1,1,1,0,1,13,89,1,7,72,Crypto,Net Banking,1,0,0,8.0,0,0,1,Business,Coimbatore,Coimbatore,Coimbatore,1
247295.85,53296.38,4.64,3,0,1,0,1,0,1,0,0,1,26,30,1,23,92,Electronics,Debit Card,0,1,0,9.0,0,1,1,Business,Coimbatore,Coimbatore,Coimbatore,1
32298.64,53296.38,0.606,19,0,1,0,0,1,0,0,0,1,24,86,0,70,6,E-commerce,NEFT,0,0,0,14.0,0,2,0,Business,Coimbatore,Coimbatore,Coimbatore,0
1023655.29,53296.38,19.207,4,3,1,0,0,1,1,0,0,1,23,86,1,26,85,Crypto,UPI,1,1,0,9.0,0,0,1,Business,Coimbatore,Coimbatore,Coimbatore,1
60150.12,53296.38,1.129,19,3,1,0,0,1,0,0,0,1,14,87,1,78,14,E-commerce,NEFT,0,0,0,11.0,0,1,0,Business,Coimbatore,Coimbatore,Coimbatore,0
64927.4,53296.38,1.218,17,4,1,0,0,1,0,0,0,1,18,92,1,81,1,Retail,NEFT,0,0,0,15.0,0,1,0,Business,Coimbatore,Coimbatore,Coimbatore,0
54499.45,53296.38,1.023,16,5,1,0,0,1,0,0,0,1,16,93,0,78,14,Retail,NEFT,0,0,0,3.0,0,1,0,Business,Coimbatore,Coimbatore,Coimbatore,0
36894.4,53296.38,0.692,17,5,1,0,0,1,0,0,0,1,27,85,0,70,6,E-commerce,NEFT,0,0,0,14.0,0,1,0,Business,Coimbatore,Coimbatore,Coimbatore,0
16314.46,53296.38,0.306,2,6,1,0,0,1,0,0,0,1,10,89,1,81,28,E-commerce,NEFT,0,1,0,3.0,0,2,0,Business,Coimbatore,Coimbatore,Coimbatore,0
46533.66,53296.38,0.873,10,6,1,0,0,1,0,1,0,1,25,97,1,94,25,Food,NEFT,0,0,0,9.0,0,3,0,Business,Coimbatore,Coimbatore,Coimbatore,0
79343.08,53296.38,1.489,20,6,0,1,0,1,0,0,0,1,21,87,0,70,6,Food,NEFT,0,0,0,2.0,0,2,0,Business,Coimbatore,Coimbatore,Gurgaon,0
39814.79,53296.38,0.747,22,6,1,1,0,0,0,0,0,1,27,88,0,70,6,E-commerce,NEFT,0,0,1,9.0,0,3,0,Business,Coimbatore,Hyderabad,Hyderabad,0
40414.41,53296.38,0.758,13,0,1,0,0,1,0,0,0,1,8,97,0,70,6,Travel,NEFT,0,0,0,5.0,0,2,0,Business,Coimbatore,Coimbatore,Coimbatore,0
64483.26,53296.38,1.21,17,0,1,0,0,1,0,0,0,1,13,100,0,78,14,Travel,NEFT,0,0,0,10.0,0,3,0,Business,Coimbatore,Coimbatore,Coimbatore,0
20470.83,53296.38,0.384,5,1,1,1,0,0,0,0,0,1,14,85,0,81,1,Retail,NEFT,0,0,1,3.0,0,2,0,Business,Coimbatore,Kolkata,Kolkata,0
63386.09,53296.38,1.189,6,1,1,0,0,1,0,0,0,1,13,86,0,72,19,E-commerce,NEFT,0,0,1,9.0,1,3,0,Business,Coimbatore,Coimbatore,Coimbatore,0
35387.18,53296.38,0.664,14,1,1,1,0,0,0,0,0,1,6,97,1,71,9,Electronics,NEFT,0,0,0,3.0,0,3,0,Business,Coimbatore,Kolkata,Kolkata,0
17265.09,53296.38,0.324,16,1,1,0,0,1,0,0,0,1,30,99,0,78,14,Food,NEFT,0,0,0,11.0,0,4,0,Business,Coimbatore,Coimbatore,Coimbatore,0
32735.72,53296.38,0.614,23,1,1,1,0,0,0,0,0,1,20,93,0,86,29,Food,NEFT,0,0,0,7.0,0,4,0,Business,Coimbatore,Kolkata,Kolkata,0
52876.02,53296.38,0.992,5,2,1,0,0,1,1,0,0,1,10,73,0,81,1,Groceries,NEFT,0,0,0,1.0,0,5,0,Business,Coimbatore,Coimbatore,Coimbatore,0
47233.02,53296.38,0.886,5,2,1,0,0,1,0,0,0,1,27,100,1,72,19,Groceries,NEFT,0,0,0,15.0,1,5,0,Business,Coimbatore,Coimbatore,Coimbatore,0
74562.7,53296.38,1.399,6,2,1,0,0,1,0,0,0,1,20,94,1,86,29,Travel,NEFT,0,0,0,14.0,1,5,0,Business,Coimbatore,Coimbatore,Coimbatore,0
37839.36,53296.38,0.71,7,2,1,0,0,1,0,0,0,1,19,97,0,78,14,Electronics,NEFT,0,0,0,2.0,1,6,0,Business,Coimbatore,Coimbatore,Coimbatore,0
69252.67,53296.38,1.299,9,2,1,1,0,0,0,1,0,1,20,90,1,89,22,Groceries,NEFT,0,0,0,1.0,0,7,0,Business,Coimbatore,Kolkata,Kolkata,0
42696.1,53296.38,0.801,9,2,1,0,0,1,0,0,0,0,10,85,0,78,14,E-commerce,NEFT,0,0,0,1.0,1,8,0,Business,Coimbatore,Coimbatore,Coimbatore,0
140.78,312.37,0.451,1,0,1,1,1,0,1,6,0,0,14,20,0,78,26,Gaming,Net Banking,1,1,0,2.0,0,0,0,Student,Hyderabad,Kochi,Kochi,1
250.48,312.37,0.802,3,0,1,1,0,0,0,0,0,1,14,98,0,78,26,E-commerce,Net Banking,0,1,0,13.0,0,1,0,Student,Hyderabad,Kochi,Kochi,0
197.26,312.37,0.631,20,1,1,0,0,1,0,0,0,1,27,94,1,78,26,Retail,Net Banking,0,0,0,11.0,0,0,0,Student,Hyderabad,Hyderabad,Hyderabad,0
325.26,312.37,1.041,11,3,1,0,0,1,0,0,0,1,10,85,0,78,26,Food,Net Banking,0,0,0,5.0,0,0,0,Student,Hyderabad,Hyderabad,Hyderabad,0
206.27,312.37,0.66,19,4,1,0,0,1,0,0,0,1,12,98,0,78,26,E-commerce,Net Banking,0,0,0,3.0,0,0,0,Student,Hyderabad,Hyderabad,Hyderabad,0
336.21,312.37,1.076,19,4,1,1,0,0,0,0,0,1,3,86,0,78,26,Groceries,Net Banking,0,0,1,1.0,1,1,0,Student,Hyderabad,Kochi,Kochi,0
388.36,312.37,1.243,14,5,1,1,0,0,0,0,0,1,21,88,1,97,3,Food,Net Banking,0,0,0,15.0,0,2,0,Student,Hyderabad,Kochi,Kochi,0
410.5,312.37,1.314,22,6,1,0,0,1,0,0,0,1,13,86,1,94,16,Crypto,Net Banking,1,0,0,12.0,0,0,0,Student,Hyderabad,Hyderabad,Hyderabad,0
1202.11,312.37,3.848,2,0,1,1,0,0,0,0,0,1,17,95,1,83,9,Electronics,Net Banking,0,1,0,11.0,0,1,0,Student,Hyderabad,Kochi,Kochi,0
341.37,312.37,1.093,23,0,1,0,0,1,0,0,0,1,28,95,0,83,9,Food,Net Banking,0,0,1,13.0,0,1,0,Student,Hyderabad,Hyderabad,Hyderabad,0
257.54,312.37,0.824,8,1,1,0,0,1,0,2,0,1,13,95,0,97,3,Food,Net Banking,0,0,0,12.0,0,1,0,Student,Hyderabad,Hyderabad,Hyderabad,0
378.19,312.37,1.211,9,1,1,0,0,1,0,0,0,1,18,87,0,97,3,Retail,Net Banking,0,0,0,4.0,1,2,0,Student,Hyderabad,Hyderabad,Hyderabad,0
146.35,312.37,0.469,9,1,1,0,0,1,0,0,0,1,7,99,0,83,9,Food,Net Banking,0,0,0,6.0,1,3,0,Student,Hyderabad,Hyderabad,Hyderabad,0
194.09,312.37,0.621,12,1,1,0,0,1,0,0,0,1,21,90,0,78,26,Groceries,Net Banking,0,0,0,11.0,0,4,0,Student,Hyderabad,Hyderabad,Hyderabad,0
267.4,312.37,0.856,14,1,1,0,0,1,0,0,0,1,18,89,0,78,26,Crypto,Net Banking,1,0,0,8.0,0,5,0,Student,Hyderabad,Hyderabad,Hyderabad,0
140.2,312.37,0.449,20,1,1,0,0,1,0,0,0,1,25,90,0,83,9,Groceries,Net Banking,0,0,0,5.0,0,6,0,Student,Hyderabad,Hyderabad,Hyderabad,0
460.78,312.37,1.475,22,1,1,0,0,1,1,0,0,1,15,65,0,78,26,Food,Net Banking,0,0,0,2.0,0,7,0,Student,Hyderabad,Hyderabad,Hyderabad,0
974.59,312.37,3.12,23,1,1,0,0,1,0,0,0,1,23,94,0,83,9,Travel,Net Banking,0,0,0,15.0,1,8,0,Student,Hyderabad,Hyderabad,Hyderabad,0
327.64,312.37,1.049,11,2,1,0,0,1,0,0,0,1,24,93,0,78,26,Travel,Net Banking,0,0,0,9.0,0,5,0,Student,Hyderabad,Hyderabad,Hyderabad,0
285.84,312.37,0.915,0,3,1,0,0,1,0,0,0,1,6,99,0,83,9,Groceries,Net Banking,0,1,0,4.0,0,1,0,Student,Hyderabad,Hyderabad,Hyderabad,0
84758.64,73883.95,1.147,23,6,1,0,0,1,0,0,0,1,21,90,1,80,3,Travel,IMPS,0,0,0,7.0,0,0,0,Business,Delhi,Delhi,Delhi,0
23494.61,73883.95,0.318,23,6,1,1,0,0,0,0,0,1,17,96,0,83,27,E-commerce,IMPS,0,0,0,7.0,1,1,0,Business,Delhi,Chandigarh,Chandigarh,0
25630.99,73883.95,0.347,4,0,1,1,0,0,0,0,0,1,33,96,1,87,3,E-commerce,IMPS,0,1,0,15.0,0,2,0,Business,Delhi,Chandigarh,Chandigarh,0
67533.36,73883.95,0.914,12,0,0,1,0,1,0,0,0,1,16,93,0,77,18,E-commerce,IMPS,0,0,0,14.0,0,3,0,Business,Delhi,Delhi,Hyderabad,0
28479.22,73883.95,0.385,15,0,1,0,0,1,0,0,0,1,10,98,0,77,18,Groceries,IMPS,0,0,0,3.0,0,4,0,Business,Delhi,Delhi,Delhi,0
104829.79,73883.95,1.419,22,0,1,0,0,1,0,0,0,1,19,93,0,80,3,Retail,IMPS,0,0,0,8.0,0,5,0,Business,Delhi,Delhi,Delhi,0
73149.32,73883.95,0.99,11,2,1,0,0,1,0,0,0,1,27,87,1,77,18,Groceries,IMPS,0,0,0,9.0,0,0,0,Business,Delhi,Delhi,Delhi,0
42155.55,73883.95,0.571,15,2,1,0,0,1,0,0,0,1,12,93,0,77,18,E-commerce,IMPS,0,0,0,9.0,0,1,0,Business,Delhi,Delhi,Delhi,0
107045.48,73883.95,1.449,22,2,1,0,0,1,0,0,0,1,13,91,0,77,18,Food,IMPS,0,0,0,10.0,0,2,0,Business,Delhi,Delhi,Delhi,0
50402.29,73883.95,0.682,14,3,1,1,0,0,0,0,0,1,15,85,0,80,3,Food,IMPS,0,0,1,2.0,0,2,0,Business,Delhi,Chandigarh,Chandigarh,0
475645.23,73883.95,6.438,3,4,1,1,1,0,1,0,0,1,16,59,1,17,81,Food,Debit Card,0,1,0,4.0,0,1,1,Business,Delhi,Chandigarh,Chandigarh,1
34099.66,73883.95,0.462,15,4,0,0,0,0,0,2,0,1,28,94,0,80,3,Groceries,IMPS,0,0,0,11.0,0,1,0,Business,Delhi,Chandigarh,Delhi,0
24542.65,73883.95,0.332,5,5,0,1,0,0,0,1,0,1,20,89,0,77,18,Travel,IMPS,0,0,0,15.0,0,1,0,Business,Delhi,Chandigarh,Bengaluru,0
74670.12,73883.95,1.011,12,5,1,1,0,0,0,2,0,1,18,91,0,80,3,E-commerce,IMPS,0,0,0,6.0,0,2,0,Business,Delhi,Chandigarh,Chandigarh,0
89460.61,73883.95,1.211,18,5,1,1,0,0,0,0,0,1,20,87,0,77,18,Groceries,IMPS,0,0,0,12.0,0,2,0,Business,Delhi,Chandigarh,Chandigarh,0
24163.82,73883.95,0.327,8,6,0,1,0,0,0,0,0,1,19,94,1,87,18,E-commerce,IMPS,0,0,0,15.0,0,2,0,Business,Delhi,Chandigarh,Coimbatore,0
1165254.95,73883.95,15.771,22,6,1,0,0,1,1,0,0,1,12,92,1,21,88,Crypto,Net Banking,1,0,0,10.0,0,1,1,Business,Delhi,Delhi,Delhi,1
90927.39,73883.95,1.231,9,0,1,0,0,1,0,0,0,1,24,100,0,83,27,Food,IMPS,0,0,0,12.0,0,1,0,Business,Delhi,Delhi,Delhi,0
109276.15,73883.95,1.479,17,0,1,0,0,1,0,0,0,1,18,99,0,87,3,E-commerce,IMPS,0,0,0,8.0,0,2,0,Business,Delhi,Delhi,Delhi,0
1206125.39,73883.95,16.325,18,0,1,1,0,0,1,0,0,1,16,93,1,27,85,Crypto,Debit Card,1,0,0,5.0,0,3,1,Business,Delhi,Chandigarh,Chandigarh,1
104581.47,73883.95,1.415,9,1,1,0,0,1,0,0,0,1,10,89,1,87,20,Food,IMPS,0,0,0,5.0,0,2,0,Business,Delhi,Delhi,Delhi,0
108664.06,73883.95,1.471,20,1,1,0,0,1,0,0,0,1,14,85,0,87,20,Retail,IMPS,0,0,0,8.0,0,1,0,Business,Delhi,Delhi,Delhi,0
96429.9,73883.95,1.305,1,2,1,1,0,0,0,0,0,1,29,92,0,87,3,Travel,IMPS,0,1,1,15.0,0,2,0,Business,Delhi,Lucknow,Lucknow,0
42600.45,73883.95,0.577,3,2,1,0,0,1,0,0,0,1,21,89,0,87,18,Food,IMPS,0,1,1,13.0,0,3,0,Business,Delhi,Delhi,Delhi,0
100503.09,73883.95,1.36,3,2,1,1,0,0,0,1,0,1,23,97,1,96,26,Groceries,IMPS,0,1,0,4.0,1,4,0,Business,Delhi,Lucknow,Lucknow,0
69479.64,73883.95,0.94,7,2,1,0,0,1,0,0,0,1,12,85,0,83,27,Food,IMPS,0,0,0,7.0,0,5,0,Business,Delhi,Delhi,Delhi,0
